;IdColumnIndex=0
5000:0=5000,1=200217,2=20017,3=19,6=1065353216
5961:0=5961,1=200297,2=20097,3=19,6=1065353216
5962:0=5962,1=200297,2=20097,3=19,6=1065353216
5963:0=5963,1=200297,2=20097,3=19,6=1065353216
5964:0=5964,1=200297,2=20097,3=19,6=1065353216
5965:0=5965,1=200297,2=20097,3=19,6=1065353216
5966:0=5966,1=200297,2=20097,3=19,6=1065353216
5967:0=5967,1=200297,2=20097,3=19,6=1065353216
5968:0=5968,1=200297,2=20097,3=19,6=1065353216
5969:0=5969,1=200297,2=20097,3=19,6=1065353216
5970:0=5970,1=200297,2=20097,3=19,6=1065353216
5971:0=5971,1=200297,2=20097,3=19,6=1065353216
5972:0=5972,1=200297,2=20097,3=19,6=1065353216
5973:0=5973,1=200297,2=20097,3=19,6=1065353216
5974:0=5974,1=200298,2=20098,3=19,6=1065353216
5975:0=5975,1=200298,2=20098,3=19,6=1065353216
5976:0=5976,1=200298,2=20098,3=19,6=1065353216
5977:0=5977,1=200298,2=20098,3=19,6=1065353216
5978:0=5978,1=200298,2=20098,3=19,6=1065353216
5979:0=5979,1=200298,2=20098,3=19,6=1065353216
5980:0=5980,1=200298,2=20098,3=19,6=1065353216
5981:0=5981,1=200298,2=20098,3=19,6=1065353216
5982:0=5982,1=200298,2=20098,3=19,6=1065353216
5983:0=5983,1=200298,2=20098,3=19,6=1065353216
5984:0=5984,1=200298,2=20098,3=19,6=1065353216
5985:0=5985,1=200298,2=20098,3=19,6=1065353216
5986:0=5986,1=200298,2=20098,3=19,6=1065353216
5987:0=5987,1=200298,2=20098,3=19,6=1065353216
5988:0=5988,1=200298,2=20098,3=19,6=1065353216
5989:0=5989,1=200298,2=20098,3=19,6=1065353216
5990:0=5990,1=200298,2=20098,3=19,6=1065353216
5991:0=5991,1=200298,2=20098,3=19,6=1065353216
5992:0=5992,1=200298,2=20098,3=19,6=1065353216
5993:0=5993,1=200298,2=20098,3=19,6=1065353216
5994:0=5994,1=200298,2=20098,3=19,6=1065353216
5995:0=5995,1=200298,2=20098,3=19,6=1065353216
5996:0=5996,1=200298,2=20098,3=19,6=1065353216
5997:0=5997,1=200298,2=20098,3=19,6=1065353216
5998:0=5998,1=200298,2=20098,3=19,6=1065353216
5999:0=5999,1=200298,2=20098,3=19,6=1065353216
6000:0=6000,1=200298,2=20098,3=19,6=1065353216
6001:0=6001,1=200298,2=20098,3=19,6=1065353216
6002:0=6002,1=200298,2=20098,3=19,6=1065353216
6003:0=6003,1=200298,2=20098,3=19,6=1065353216
6004:0=6004,1=200298,2=20098,3=19,6=1065353216
6005:0=6005,1=200299,2=20099,3=19,6=1065353216
6006:0=6006,1=200299,2=20099,3=19,6=1065353216
6007:0=6007,1=200299,2=20099,3=19,6=1065353216
6008:0=6008,1=200299,2=20099,3=19,6=1065353216
6009:0=6009,1=200299,2=20099,3=19,6=1065353216
6010:0=6010,1=200299,2=20099,3=19,6=1065353216
6011:0=6011,1=200299,2=20099,3=19,6=1065353216
6012:0=6012,1=200299,2=20099,3=19,6=1065353216
6013:0=6013,1=200299,2=20099,3=19,6=1065353216
6014:0=6014,1=200299,2=20099,3=19,6=1065353216
6015:0=6015,1=200299,2=20099,3=19,6=1065353216
6016:0=6016,1=200299,2=20099,3=19,6=1065353216
6017:0=6017,1=200299,2=20099,3=19,6=1065353216
6018:0=6018,1=200299,2=20099,3=19,6=1065353216
6019:0=6019,1=200299,2=20099,3=19,6=1065353216
6020:0=6020,1=200299,2=20099,3=19,6=1065353216
6021:0=6021,1=200299,2=20099,3=19,6=1065353216
6022:0=6022,1=200299,2=20099,3=19,6=1065353216
6023:0=6023,1=200299,2=20099,3=19,6=1065353216
6024:0=6024,1=200299,2=20099,3=19,6=1065353216
6025:0=6025,1=200299,2=20099,3=19,6=1065353216
6026:0=6026,1=200299,2=20099,3=19,6=1065353216
6027:0=6027,1=200299,2=20099,3=19,6=1065353216
6028:0=6028,1=200299,2=20099,3=19,6=1065353216
6029:0=6029,1=200299,2=20099,3=19,6=1065353216
6030:0=6030,1=200299,2=20099,3=19,6=1065353216
6031:0=6031,1=200299,2=20099,3=19,6=1065353216
6032:0=6032,1=200299,2=20099,3=19,6=1065353216
6033:0=6033,1=200299,2=20099,3=19,6=1065353216
6034:0=6034,1=200299,2=20099,3=19,6=1065353216
6035:0=6035,1=200299,2=20099,3=19,6=1065353216
6036:0=6036,1=200299,2=20099,3=19,6=1065353216
6037:0=6037,1=200317,2=20117,3=19,6=1065353216
6038:0=6038,1=200318,2=20118,3=19,6=1065353216
6039:0=6039,1=200319,2=20119,3=19,6=1065353216
6040:0=6040,1=200320,2=20120,3=19,6=1065353216
6041:0=6041,1=200321,2=20121,3=19,6=1065353216
6042:0=6042,1=200322,2=20122,3=19,6=1065353216
6043:0=6043,1=200323,2=20123,3=19,6=1065353216
6044:0=6044,1=200324,2=20124,3=19,6=1065353216
6045:0=6045,1=200324,2=20124,3=19,6=1065353216
6046:0=6046,1=200325,2=20125,3=19,6=1065353216
6047:0=6047,1=200325,2=20125,3=19,6=1065353216
6048:0=6048,1=200326,2=20126,3=19,6=1065353216
6049:0=6049,1=200326,2=20126,3=19,6=1065353216
6050:0=6050,1=200327,2=20127,3=19,6=1065353216
6051:0=6051,1=200327,2=20127,3=19,6=1065353216
6052:0=6052,1=200328,2=20128,3=19,6=1065353216
6053:0=6053,1=200328,2=20128,3=19,6=1065353216
6054:0=6054,1=200329,2=20129,3=19,6=1065353216
6055:0=6055,1=200329,2=20129,3=19,6=1065353216
6056:0=6056,1=200330,2=20130,3=19,6=1065353216
6057:0=6057,1=200330,2=20130,3=19,6=1065353216
6058:0=6058,1=200330,2=20130,3=19,6=1065353216
6059:0=6059,1=200331,2=20131,3=19,6=1065353216
6060:0=6060,1=200331,2=20131,3=19,6=1065353216
6061:0=6061,1=200331,2=20131,3=19,6=1065353216
6062:0=6062,1=200332,2=20132,3=19,6=1065353216
6063:0=6063,1=200332,2=20132,3=19,6=1065353216
6064:0=6064,1=200332,2=20132,3=19,6=1065353216
6065:0=6065,1=200333,2=20133,3=19,6=1065353216
6066:0=6066,1=200333,2=20133,3=19,6=1065353216
6067:0=6067,1=200333,2=20133,3=19,6=1065353216
6068:0=6068,1=200334,2=20134,3=19,6=1065353216
6069:0=6069,1=200334,2=20134,3=19,6=1065353216
6070:0=6070,1=200334,2=20134,3=19,6=1065353216
6071:0=6071,1=200335,2=20135,3=19,6=1065353216
6072:0=6072,1=200335,2=20135,3=19,6=1065353216
6073:0=6073,1=200335,2=20135,3=19,6=1065353216
6074:0=6074,1=200335,2=20135,3=19,6=1065353216
6075:0=6075,1=200336,2=20136,3=19,6=1065353216
6076:0=6076,1=200336,2=20136,3=19,6=1065353216
6077:0=6077,1=200336,2=20136,3=19,6=1065353216
6078:0=6078,1=200336,2=20136,3=19,6=1065353216
6079:0=6079,1=200337,2=20137,3=19,6=1065353216
6080:0=6080,1=200337,2=20137,3=19,6=1065353216
6081:0=6081,1=200337,2=20137,3=19,6=1065353216
6082:0=6082,1=200337,2=20137,3=19,6=1065353216
6083:0=6083,1=200338,2=20138,3=19,6=1065353216
6084:0=6084,1=200338,2=20138,3=19,6=1065353216
6085:0=6085,1=200338,2=20138,3=19,6=1065353216
6086:0=6086,1=200338,2=20138,3=19,6=1065353216
6087:0=6087,1=200339,2=20139,3=19,6=1065353216
6088:0=6088,1=200339,2=20139,3=19,6=1065353216
6089:0=6089,1=200339,2=20139,3=19,6=1065353216
6090:0=6090,1=200339,2=20139,3=19,6=1065353216
6091:0=6091,1=200339,2=20139,3=19,6=1065353216
6092:0=6092,1=200340,2=20140,3=19,6=1065353216
6093:0=6093,1=200340,2=20140,3=19,6=1065353216
6094:0=6094,1=200340,2=20140,3=19,6=1065353216
6095:0=6095,1=200340,2=20140,3=19,6=1065353216
6096:0=6096,1=200340,2=20140,3=19,6=1065353216
6097:0=6097,1=200341,2=20141,3=19,6=1065353216
6098:0=6098,1=200341,2=20141,3=19,6=1065353216
6099:0=6099,1=200341,2=20141,3=19,6=1065353216
6100:0=6100,1=200341,2=20141,3=19,6=1065353216
6101:0=6101,1=200341,2=20141,3=19,6=1065353216
6102:0=6102,1=200342,2=20142,3=19,6=1065353216
6103:0=6103,1=200342,2=20142,3=19,6=1065353216
6104:0=6104,1=200342,2=20142,3=19,6=1065353216
6105:0=6105,1=200342,2=20142,3=19,6=1065353216
6106:0=6106,1=200342,2=20142,3=19,6=1065353216
6107:0=6107,1=200343,2=20143,3=19,6=1065353216
6108:0=6108,1=200343,2=20143,3=19,6=1065353216
6109:0=6109,1=200343,2=20143,3=19,6=1065353216
6110:0=6110,1=200343,2=20143,3=19,6=1065353216
6111:0=6111,1=200343,2=20143,3=19,6=1065353216
6112:0=6112,1=200343,2=20143,3=19,6=1065353216
6113:0=6113,1=200344,2=20144,3=19,6=1065353216
6114:0=6114,1=200344,2=20144,3=19,6=1065353216
6115:0=6115,1=200344,2=20144,3=19,6=1065353216
6116:0=6116,1=200344,2=20144,3=19,6=1065353216
6117:0=6117,1=200344,2=20144,3=19,6=1065353216
6118:0=6118,1=200344,2=20144,3=19,6=1065353216
6119:0=6119,1=200345,2=20145,3=19,6=1065353216
6120:0=6120,1=200345,2=20145,3=19,6=1065353216
6121:0=6121,1=200345,2=20145,3=19,6=1065353216
6122:0=6122,1=200345,2=20145,3=19,6=1065353216
6123:0=6123,1=200345,2=20145,3=19,6=1065353216
6124:0=6124,1=200345,2=20145,3=19,6=1065353216
6125:0=6125,1=200346,2=20146,3=19,6=1065353216
6126:0=6126,1=200346,2=20146,3=19,6=1065353216
6127:0=6127,1=200346,2=20146,3=19,6=1065353216
6128:0=6128,1=200346,2=20146,3=19,6=1065353216
6129:0=6129,1=200346,2=20146,3=19,6=1065353216
6130:0=6130,1=200346,2=20146,3=19,6=1065353216
6131:0=6131,1=200346,2=20146,3=19,6=1065353216
6132:0=6132,1=200347,2=20147,3=19,6=1065353216
6133:0=6133,1=200347,2=20147,3=19,6=1065353216
6134:0=6134,1=200347,2=20147,3=19,6=1065353216
6135:0=6135,1=200347,2=20147,3=19,6=1065353216
6136:0=6136,1=200347,2=20147,3=19,6=1065353216
6137:0=6137,1=200347,2=20147,3=19,6=1065353216
6138:0=6138,1=200347,2=20147,3=19,6=1065353216
6139:0=6139,1=200348,2=20148,3=19,6=1065353216
6140:0=6140,1=200348,2=20148,3=19,6=1065353216
6141:0=6141,1=200348,2=20148,3=19,6=1065353216
6142:0=6142,1=200348,2=20148,3=19,6=1065353216
6143:0=6143,1=200348,2=20148,3=19,6=1065353216
6144:0=6144,1=200348,2=20148,3=19,6=1065353216
6145:0=6145,1=200348,2=20148,3=19,6=1065353216
6146:0=6146,1=200349,2=20149,3=19,6=1065353216
6147:0=6147,1=200349,2=20149,3=19,6=1065353216
6148:0=6148,1=200349,2=20149,3=19,6=1065353216
6149:0=6149,1=200349,2=20149,3=19,6=1065353216
6150:0=6150,1=200349,2=20149,3=19,6=1065353216
6151:0=6151,1=200349,2=20149,3=19,6=1065353216
6152:0=6152,1=200349,2=20149,3=19,6=1065353216
6153:0=6153,1=200349,2=20149,3=19,6=1065353216
6154:0=6154,1=200350,2=20150,3=19,6=1065353216
6155:0=6155,1=200350,2=20150,3=19,6=1065353216
6156:0=6156,1=200350,2=20150,3=19,6=1065353216
6157:0=6157,1=200350,2=20150,3=19,6=1065353216
6158:0=6158,1=200350,2=20150,3=19,6=1065353216
6159:0=6159,1=200350,2=20150,3=19,6=1065353216
6160:0=6160,1=200350,2=20150,3=19,6=1065353216
6161:0=6161,1=200350,2=20150,3=19,6=1065353216
6162:0=6162,1=200351,2=20151,3=19,6=1065353216
6163:0=6163,1=200351,2=20151,3=19,6=1065353216
6164:0=6164,1=200351,2=20151,3=19,6=1065353216
6165:0=6165,1=200351,2=20151,3=19,6=1065353216
6166:0=6166,1=200351,2=20151,3=19,6=1065353216
6167:0=6167,1=200351,2=20151,3=19,6=1065353216
6168:0=6168,1=200351,2=20151,3=19,6=1065353216
6169:0=6169,1=200351,2=20151,3=19,6=1065353216
6170:0=6170,1=200352,2=20152,3=19,6=1065353216
6171:0=6171,1=200352,2=20152,3=19,6=1065353216
6172:0=6172,1=200352,2=20152,3=19,6=1065353216
6173:0=6173,1=200352,2=20152,3=19,6=1065353216
6174:0=6174,1=200352,2=20152,3=19,6=1065353216
6175:0=6175,1=200352,2=20152,3=19,6=1065353216
6176:0=6176,1=200352,2=20152,3=19,6=1065353216
6177:0=6177,1=200352,2=20152,3=19,6=1065353216
6178:0=6178,1=200353,2=20153,3=19,6=1065353216
6179:0=6179,1=200353,2=20153,3=19,6=1065353216
6180:0=6180,1=200353,2=20153,3=19,6=1065353216
6181:0=6181,1=200353,2=20153,3=19,6=1065353216
6182:0=6182,1=200353,2=20153,3=19,6=1065353216
6183:0=6183,1=200353,2=20153,3=19,6=1065353216
6184:0=6184,1=200353,2=20153,3=19,6=1065353216
6185:0=6185,1=200353,2=20153,3=19,6=1065353216
6186:0=6186,1=200353,2=20153,3=19,6=1065353216
6187:0=6187,1=200354,2=20154,3=19,6=1065353216
6188:0=6188,1=200354,2=20154,3=19,6=1065353216
6189:0=6189,1=200354,2=20154,3=19,6=1065353216
6190:0=6190,1=200354,2=20154,3=19,6=1065353216
6191:0=6191,1=200354,2=20154,3=19,6=1065353216
6192:0=6192,1=200354,2=20154,3=19,6=1065353216
6193:0=6193,1=200354,2=20154,3=19,6=1065353216
6194:0=6194,1=200354,2=20154,3=19,6=1065353216
6195:0=6195,1=200354,2=20154,3=19,6=1065353216
6196:0=6196,1=200355,2=20155,3=19,6=1065353216
6197:0=6197,1=200355,2=20155,3=19,6=1065353216
6198:0=6198,1=200355,2=20155,3=19,6=1065353216
6199:0=6199,1=200355,2=20155,3=19,6=1065353216
6200:0=6200,1=200355,2=20155,3=19,6=1065353216
6201:0=6201,1=200355,2=20155,3=19,6=1065353216
6202:0=6202,1=200355,2=20155,3=19,6=1065353216
6203:0=6203,1=200355,2=20155,3=19,6=1065353216
6204:0=6204,1=200355,2=20155,3=19,6=1065353216
6205:0=6205,1=200355,2=20155,3=19,6=1065353216
6206:0=6206,1=200356,2=20156,3=19,6=1065353216
6207:0=6207,1=200356,2=20156,3=19,6=1065353216
6208:0=6208,1=200356,2=20156,3=19,6=1065353216
6209:0=6209,1=200356,2=20156,3=19,6=1065353216
6210:0=6210,1=200356,2=20156,3=19,6=1065353216
6211:0=6211,1=200356,2=20156,3=19,6=1065353216
6212:0=6212,1=200356,2=20156,3=19,6=1065353216
6213:0=6213,1=200356,2=20156,3=19,6=1065353216
6214:0=6214,1=200356,2=20156,3=19,6=1065353216
6215:0=6215,1=200356,2=20156,3=19,6=1065353216
6216:0=6216,1=200357,2=20157,3=19,6=1065353216
6217:0=6217,1=200357,2=20157,3=19,6=1065353216
6218:0=6218,1=200357,2=20157,3=19,6=1065353216
6219:0=6219,1=200357,2=20157,3=19,6=1065353216
6220:0=6220,1=200357,2=20157,3=19,6=1065353216
6221:0=6221,1=200357,2=20157,3=19,6=1065353216
6222:0=6222,1=200357,2=20157,3=19,6=1065353216
6223:0=6223,1=200357,2=20157,3=19,6=1065353216
6224:0=6224,1=200357,2=20157,3=19,6=1065353216
6225:0=6225,1=200357,2=20157,3=19,6=1065353216
6226:0=6226,1=200358,2=20158,3=19,6=1065353216
6227:0=6227,1=200358,2=20158,3=19,6=1065353216
6228:0=6228,1=200358,2=20158,3=19,6=1065353216
6229:0=6229,1=200358,2=20158,3=19,6=1065353216
6230:0=6230,1=200358,2=20158,3=19,6=1065353216
6231:0=6231,1=200358,2=20158,3=19,6=1065353216
6232:0=6232,1=200358,2=20158,3=19,6=1065353216
6233:0=6233,1=200358,2=20158,3=19,6=1065353216
6234:0=6234,1=200358,2=20158,3=19,6=1065353216
6235:0=6235,1=200358,2=20158,3=19,6=1065353216
6236:0=6236,1=200358,2=20158,3=19,6=1065353216
6237:0=6237,1=200359,2=20159,3=19,6=1065353216
6238:0=6238,1=200359,2=20159,3=19,6=1065353216
6239:0=6239,1=200359,2=20159,3=19,6=1065353216
6240:0=6240,1=200359,2=20159,3=19,6=1065353216
6241:0=6241,1=200359,2=20159,3=19,6=1065353216
6242:0=6242,1=200359,2=20159,3=19,6=1065353216
6243:0=6243,1=200359,2=20159,3=19,6=1065353216
6244:0=6244,1=200359,2=20159,3=19,6=1065353216
6245:0=6245,1=200359,2=20159,3=19,6=1065353216
6246:0=6246,1=200359,2=20159,3=19,6=1065353216
6247:0=6247,1=200359,2=20159,3=19,6=1065353216
6248:0=6248,1=200360,2=20160,3=19,6=1065353216
6249:0=6249,1=200360,2=20160,3=19,6=1065353216
6250:0=6250,1=200360,2=20160,3=19,6=1065353216
6251:0=6251,1=200360,2=20160,3=19,6=1065353216
6252:0=6252,1=200360,2=20160,3=19,6=1065353216
6253:0=6253,1=200360,2=20160,3=19,6=1065353216
6254:0=6254,1=200360,2=20160,3=19,6=1065353216
6255:0=6255,1=200360,2=20160,3=19,6=1065353216
6256:0=6256,1=200360,2=20160,3=19,6=1065353216
6257:0=6257,1=200360,2=20160,3=19,6=1065353216
6258:0=6258,1=200360,2=20160,3=19,6=1065353216
6259:0=6259,1=200361,2=20161,3=19,6=1065353216
6260:0=6260,1=200361,2=20161,3=19,6=1065353216
6261:0=6261,1=200361,2=20161,3=19,6=1065353216
6262:0=6262,1=200361,2=20161,3=19,6=1065353216
6263:0=6263,1=200361,2=20161,3=19,6=1065353216
6264:0=6264,1=200361,2=20161,3=19,6=1065353216
6265:0=6265,1=200361,2=20161,3=19,6=1065353216
6266:0=6266,1=200361,2=20161,3=19,6=1065353216
6267:0=6267,1=200361,2=20161,3=19,6=1065353216
6268:0=6268,1=200361,2=20161,3=19,6=1065353216
6269:0=6269,1=200361,2=20161,3=19,6=1065353216
6270:0=6270,1=200361,2=20161,3=19,6=1065353216
6271:0=6271,1=200362,2=20162,3=19,6=1065353216
6272:0=6272,1=200362,2=20162,3=19,6=1065353216
6273:0=6273,1=200362,2=20162,3=19,6=1065353216
6274:0=6274,1=200362,2=20162,3=19,6=1065353216
6275:0=6275,1=200362,2=20162,3=19,6=1065353216
6276:0=6276,1=200362,2=20162,3=19,6=1065353216
6277:0=6277,1=200362,2=20162,3=19,6=1065353216
6278:0=6278,1=200362,2=20162,3=19,6=1065353216
6279:0=6279,1=200362,2=20162,3=19,6=1065353216
6280:0=6280,1=200362,2=20162,3=19,6=1065353216
6281:0=6281,1=200362,2=20162,3=19,6=1065353216
6282:0=6282,1=200362,2=20162,3=19,6=1065353216
6283:0=6283,1=200363,2=20163,3=19,6=1065353216
6284:0=6284,1=200363,2=20163,3=19,6=1065353216
6285:0=6285,1=200363,2=20163,3=19,6=1065353216
6286:0=6286,1=200363,2=20163,3=19,6=1065353216
6287:0=6287,1=200363,2=20163,3=19,6=1065353216
6288:0=6288,1=200363,2=20163,3=19,6=1065353216
6289:0=6289,1=200363,2=20163,3=19,6=1065353216
6290:0=6290,1=200363,2=20163,3=19,6=1065353216
6291:0=6291,1=200363,2=20163,3=19,6=1065353216
6292:0=6292,1=200363,2=20163,3=19,6=1065353216
6293:0=6293,1=200363,2=20163,3=19,6=1065353216
6294:0=6294,1=200363,2=20163,3=19,6=1065353216
6295:0=6295,1=200363,2=20163,3=19,6=1065353216
6296:0=6296,1=200364,2=20164,3=19,6=1065353216
6297:0=6297,1=200364,2=20164,3=19,6=1065353216
6298:0=6298,1=200364,2=20164,3=19,6=1065353216
6299:0=6299,1=200364,2=20164,3=19,6=1065353216
6300:0=6300,1=200364,2=20164,3=19,6=1065353216
6301:0=6301,1=200364,2=20164,3=19,6=1065353216
6302:0=6302,1=200364,2=20164,3=19,6=1065353216
6303:0=6303,1=200364,2=20164,3=19,6=1065353216
6304:0=6304,1=200364,2=20164,3=19,6=1065353216
6305:0=6305,1=200364,2=20164,3=19,6=1065353216
6306:0=6306,1=200364,2=20164,3=19,6=1065353216
6307:0=6307,1=200364,2=20164,3=19,6=1065353216
6308:0=6308,1=200364,2=20164,3=19,6=1065353216
6309:0=6309,1=200365,2=20165,3=19,6=1065353216
6310:0=6310,1=200365,2=20165,3=19,6=1065353216
6311:0=6311,1=200365,2=20165,3=19,6=1065353216
6312:0=6312,1=200365,2=20165,3=19,6=1065353216
6313:0=6313,1=200365,2=20165,3=19,6=1065353216
6314:0=6314,1=200365,2=20165,3=19,6=1065353216
6315:0=6315,1=200365,2=20165,3=19,6=1065353216
6316:0=6316,1=200365,2=20165,3=19,6=1065353216
6317:0=6317,1=200365,2=20165,3=19,6=1065353216
6318:0=6318,1=200365,2=20165,3=19,6=1065353216
6319:0=6319,1=200365,2=20165,3=19,6=1065353216
6320:0=6320,1=200365,2=20165,3=19,6=1065353216
6321:0=6321,1=200365,2=20165,3=19,6=1065353216
6322:0=6322,1=200366,2=20166,3=19,6=1065353216
6323:0=6323,1=200366,2=20166,3=19,6=1065353216
6324:0=6324,1=200366,2=20166,3=19,6=1065353216
6325:0=6325,1=200366,2=20166,3=19,6=1065353216
6326:0=6326,1=200366,2=20166,3=19,6=1065353216
6327:0=6327,1=200366,2=20166,3=19,6=1065353216
6328:0=6328,1=200366,2=20166,3=19,6=1065353216
6329:0=6329,1=200366,2=20166,3=19,6=1065353216
6330:0=6330,1=200366,2=20166,3=19,6=1065353216
6331:0=6331,1=200366,2=20166,3=19,6=1065353216
6332:0=6332,1=200366,2=20166,3=19,6=1065353216
6333:0=6333,1=200366,2=20166,3=19,6=1065353216
6334:0=6334,1=200366,2=20166,3=19,6=1065353216
6335:0=6335,1=200366,2=20166,3=19,6=1065353216
6336:0=6336,1=200367,2=20167,3=19,6=1065353216
6337:0=6337,1=200367,2=20167,3=19,6=1065353216
6338:0=6338,1=200367,2=20167,3=19,6=1065353216
6339:0=6339,1=200367,2=20167,3=19,6=1065353216
6340:0=6340,1=200367,2=20167,3=19,6=1065353216
6341:0=6341,1=200367,2=20167,3=19,6=1065353216
6342:0=6342,1=200367,2=20167,3=19,6=1065353216
6343:0=6343,1=200367,2=20167,3=19,6=1065353216
6344:0=6344,1=200367,2=20167,3=19,6=1065353216
6345:0=6345,1=200367,2=20167,3=19,6=1065353216
6346:0=6346,1=200367,2=20167,3=19,6=1065353216
6347:0=6347,1=200367,2=20167,3=19,6=1065353216
6348:0=6348,1=200367,2=20167,3=19,6=1065353216
6349:0=6349,1=200367,2=20167,3=19,6=1065353216
6350:0=6350,1=200368,2=20168,3=19,6=1065353216
6351:0=6351,1=200368,2=20168,3=19,6=1065353216
6352:0=6352,1=200368,2=20168,3=19,6=1065353216
6353:0=6353,1=200368,2=20168,3=19,6=1065353216
6354:0=6354,1=200368,2=20168,3=19,6=1065353216
6355:0=6355,1=200368,2=20168,3=19,6=1065353216
6356:0=6356,1=200368,2=20168,3=19,6=1065353216
6357:0=6357,1=200368,2=20168,3=19,6=1065353216
6358:0=6358,1=200368,2=20168,3=19,6=1065353216
6359:0=6359,1=200368,2=20168,3=19,6=1065353216
6360:0=6360,1=200368,2=20168,3=19,6=1065353216
6361:0=6361,1=200368,2=20168,3=19,6=1065353216
6362:0=6362,1=200368,2=20168,3=19,6=1065353216
6363:0=6363,1=200368,2=20168,3=19,6=1065353216
6364:0=6364,1=200368,2=20168,3=19,6=1065353216
6365:0=6365,1=200369,2=20169,3=19,6=1065353216
6366:0=6366,1=200369,2=20169,3=19,6=1065353216
6367:0=6367,1=200369,2=20169,3=19,6=1065353216
6368:0=6368,1=200369,2=20169,3=19,6=1065353216
6369:0=6369,1=200369,2=20169,3=19,6=1065353216
6370:0=6370,1=200369,2=20169,3=19,6=1065353216
6371:0=6371,1=200369,2=20169,3=19,6=1065353216
6372:0=6372,1=200369,2=20169,3=19,6=1065353216
6373:0=6373,1=200369,2=20169,3=19,6=1065353216
6374:0=6374,1=200369,2=20169,3=19,6=1065353216
6375:0=6375,1=200369,2=20169,3=19,6=1065353216
6376:0=6376,1=200369,2=20169,3=19,6=1065353216
6377:0=6377,1=200369,2=20169,3=19,6=1065353216
6378:0=6378,1=200369,2=20169,3=19,6=1065353216
6379:0=6379,1=200369,2=20169,3=19,6=1065353216
6380:0=6380,1=200370,2=20170,3=19,6=1065353216
6381:0=6381,1=200370,2=20170,3=19,6=1065353216
6382:0=6382,1=200370,2=20170,3=19,6=1065353216
6383:0=6383,1=200370,2=20170,3=19,6=1065353216
6384:0=6384,1=200370,2=20170,3=19,6=1065353216
6385:0=6385,1=200370,2=20170,3=19,6=1065353216
6386:0=6386,1=200370,2=20170,3=19,6=1065353216
6387:0=6387,1=200370,2=20170,3=19,6=1065353216
6388:0=6388,1=200370,2=20170,3=19,6=1065353216
6389:0=6389,1=200370,2=20170,3=19,6=1065353216
6390:0=6390,1=200370,2=20170,3=19,6=1065353216
6391:0=6391,1=200370,2=20170,3=19,6=1065353216
6392:0=6392,1=200370,2=20170,3=19,6=1065353216
6393:0=6393,1=200370,2=20170,3=19,6=1065353216
6394:0=6394,1=200370,2=20170,3=19,6=1065353216
6395:0=6395,1=200370,2=20170,3=19,6=1065353216
6396:0=6396,1=200371,2=20171,3=19,6=1065353216
6397:0=6397,1=200371,2=20171,3=19,6=1065353216
6398:0=6398,1=200371,2=20171,3=19,6=1065353216
6399:0=6399,1=200371,2=20171,3=19,6=1065353216
6400:0=6400,1=200371,2=20171,3=19,6=1065353216
6401:0=6401,1=200371,2=20171,3=19,6=1065353216
6402:0=6402,1=200371,2=20171,3=19,6=1065353216
6403:0=6403,1=200371,2=20171,3=19,6=1065353216
6404:0=6404,1=200371,2=20171,3=19,6=1065353216
6405:0=6405,1=200371,2=20171,3=19,6=1065353216
6406:0=6406,1=200371,2=20171,3=19,6=1065353216
6407:0=6407,1=200371,2=20171,3=19,6=1065353216
6408:0=6408,1=200371,2=20171,3=19,6=1065353216
6409:0=6409,1=200371,2=20171,3=19,6=1065353216
6410:0=6410,1=200371,2=20171,3=19,6=1065353216
6411:0=6411,1=200371,2=20171,3=19,6=1065353216
6412:0=6412,1=200372,2=20172,3=19,6=1065353216
6413:0=6413,1=200372,2=20172,3=19,6=1065353216
6414:0=6414,1=200372,2=20172,3=19,6=1065353216
6415:0=6415,1=200372,2=20172,3=19,6=1065353216
6416:0=6416,1=200372,2=20172,3=19,6=1065353216
6417:0=6417,1=200372,2=20172,3=19,6=1065353216
6418:0=6418,1=200372,2=20172,3=19,6=1065353216
6419:0=6419,1=200372,2=20172,3=19,6=1065353216
6420:0=6420,1=200372,2=20172,3=19,6=1065353216
6421:0=6421,1=200372,2=20172,3=19,6=1065353216
6422:0=6422,1=200372,2=20172,3=19,6=1065353216
6423:0=6423,1=200372,2=20172,3=19,6=1065353216
6424:0=6424,1=200372,2=20172,3=19,6=1065353216
6425:0=6425,1=200372,2=20172,3=19,6=1065353216
6426:0=6426,1=200372,2=20172,3=19,6=1065353216
6427:0=6427,1=200372,2=20172,3=19,6=1065353216
6428:0=6428,1=200372,2=20172,3=19,6=1065353216
6429:0=6429,1=200373,2=20173,3=19,6=1065353216
6430:0=6430,1=200373,2=20173,3=19,6=1065353216
6431:0=6431,1=200373,2=20173,3=19,6=1065353216
6432:0=6432,1=200373,2=20173,3=19,6=1065353216
6433:0=6433,1=200373,2=20173,3=19,6=1065353216
6434:0=6434,1=200373,2=20173,3=19,6=1065353216
6435:0=6435,1=200373,2=20173,3=19,6=1065353216
6436:0=6436,1=200373,2=20173,3=19,6=1065353216
6437:0=6437,1=200373,2=20173,3=19,6=1065353216
6438:0=6438,1=200373,2=20173,3=19,6=1065353216
6439:0=6439,1=200373,2=20173,3=19,6=1065353216
6440:0=6440,1=200373,2=20173,3=19,6=1065353216
6441:0=6441,1=200373,2=20173,3=19,6=1065353216
